order_item_id,order_id,item_id,size_id,quantity,price_at_time
22571,11326,13,38,2,19.05
22572,11326,6,18,2,15.32
22573,11326,8,23,3,16.36
22574,11327,1,2,1,7.73
22575,11328,5,15,1,12.81
22576,11329,16,46,1,18.68
22577,11329,19,56,2,9.11
22578,11329,13,39,3,9.68
22579,11330,8,22,2,15.06
22580,11330,7,20,2,12.01
22581,11331,12,34,1,18.33
22582,11332,16,46,1,18.68
22583,11332,3,9,1,13.91
22584,11333,2,4,3,13.38
22585,11333,7,19,3,7.02
22586,11333,12,35,2,13.89
22587,11334,3,7,1,15.71
22588,11335,8,24,1,16.24
22589,11335,11,31,1,12.13
22590,11335,3,9,3,13.91
22591,11336,2,5,2,14.74
22592,11336,17,51,3,5.51
22593,11337,2,6,3,6.59
22594,11337,9,26,3,14.89
22595,11338,1,1,1,11.51
22596,11338,11,31,2,12.13
22597,11339,19,55,2,12.34
22598,11340,18,54,1,9.04
22599,11340,18,54,2,9.04
22600,11340,13,39,1,9.68
22601,11341,2,5,2,14.74
22602,11341,14,41,2,5.25
22603,11341,12,35,2,13.89
22604,11342,14,40,2,6.75
22605,11343,19,57,1,9.39
22606,11343,4,11,3,11.15
22607,11344,14,41,1,5.25
22608,11345,3,7,1,15.71
22609,11345,11,31,2,12.13
22610,11346,8,22,2,15.06
22611,11347,8,24,3,16.24
22612,11347,17,51,1,5.51
22613,11347,2,5,2,14.74
22614,11348,14,41,3,5.25
22615,11349,19,56,1,9.11
22616,11350,5,15,2,12.81
22617,11350,19,56,2,9.11
22618,11351,4,10,2,6.89
22619,11351,18,54,3,9.04
22620,11351,5,13,3,9.31
22621,11352,8,22,1,15.06
22622,11353,18,52,1,5.28
22623,11354,18,53,3,9.01
22624,11355,6,17,1,14.18
22625,11355,15,45,1,19.74
22626,11356,9,25,2,18.6
22627,11356,1,3,1,9.97
22628,11357,7,21,3,13.85
22629,11357,11,32,3,11.34
22630,11358,19,55,1,12.34
22631,11358,9,27,1,10.83
22632,11359,20,60,3,12.23
22633,11359,18,53,3,9.01
22634,11359,9,26,2,14.89
22635,11360,2,5,1,14.74
22636,11360,5,15,3,12.81
22637,11360,5,15,3,12.81
22638,11361,7,21,1,13.85
22639,11362,3,9,2,13.91
22640,11363,11,33,3,15.68
22641,11363,15,45,1,19.74
22642,11363,8,24,2,16.24
22643,11364,9,26,1,14.89
22644,11365,9,25,2,18.6
22645,11365,16,47,1,13.21
22646,11365,14,42,1,13.7
22647,11366,11,32,1,11.34
22648,11366,11,31,1,12.13
22649,11367,19,55,2,12.34
22650,11368,5,15,3,12.81
22651,11368,20,59,2,6.03
22652,11368,17,50,3,15.34
22653,11369,5,14,2,18.78
22654,11370,17,49,3,14.69
22655,11370,13,38,2,19.05
22656,11370,9,26,3,14.89
22657,11371,13,38,1,19.05
22658,11371,15,45,1,19.74
22659,11372,4,12,1,19.06
22660,11372,15,44,2,8.36
22661,11373,3,8,1,9.21
22662,11374,12,34,3,18.33
22663,11375,5,14,2,18.78
22664,11375,1,3,3,9.97
22665,11375,20,59,3,6.03
22666,11376,9,25,3,18.6
22667,11376,14,41,2,5.25
22668,11376,13,39,3,9.68
22669,11377,13,39,3,9.68
22670,11377,10,29,1,12.51
22671,11378,5,15,3,12.81
22672,11378,2,4,2,13.38
22673,11379,5,13,2,9.31
22674,11379,20,58,2,19.27
22675,11380,13,39,1,9.68
22676,11381,20,58,2,19.27
22677,11381,7,20,2,12.01
22678,11381,6,17,2,14.18
22679,11382,11,32,1,11.34
22680,11382,2,6,3,6.59
22681,11383,16,48,1,13.18
22682,11384,20,59,3,6.03
22683,11385,12,34,2,18.33
22684,11385,20,59,3,6.03
22685,11386,10,29,3,12.51
22686,11386,4,12,1,19.06
22687,11387,13,38,1,19.05
22688,11387,14,40,2,6.75
22689,11387,5,15,3,12.81
22690,11388,13,37,3,15.82
22691,11388,19,57,1,9.39
22692,11389,15,44,2,8.36
22693,11389,5,13,2,9.31
22694,11389,19,57,1,9.39
22695,11390,19,57,3,9.39
22696,11390,10,29,2,12.51
22697,11391,6,16,3,18.54
22698,11391,17,49,3,14.69
22699,11391,14,41,2,5.25
22700,11392,20,59,2,6.03
22701,11392,13,39,1,9.68
22702,11392,18,52,3,5.28
22703,11393,4,11,3,11.15
22704,11393,15,43,1,11.91
22705,11393,13,37,1,15.82
22706,11394,6,16,1,18.54
22707,11394,15,43,1,11.91
22708,11394,5,14,3,18.78
22709,11395,6,18,2,15.32
22710,11395,3,8,1,9.21
22711,11395,8,24,1,16.24
22712,11396,10,30,2,9.99
22713,11397,20,58,2,19.27
22714,11398,16,48,3,13.18
22715,11398,6,16,2,18.54
22716,11399,6,16,1,18.54
22717,11400,16,48,1,13.18
22718,11401,9,27,1,10.83
22719,11401,9,25,2,18.6
22720,11402,2,4,3,13.38
22721,11403,14,40,3,6.75
22722,11403,13,37,3,15.82
22723,11404,7,20,3,12.01
22724,11405,8,22,1,15.06
22725,11405,15,43,2,11.91
22726,11406,9,27,2,10.83
22727,11406,10,30,1,9.99
22728,11406,6,18,3,15.32
22729,11407,19,55,3,12.34
22730,11407,7,19,2,7.02
22731,11408,14,42,2,13.7
22732,11408,19,55,1,12.34
22733,11408,16,47,3,13.21
22734,11409,15,45,2,19.74
22735,11409,2,4,2,13.38
22736,11410,7,19,2,7.02
22737,11410,20,59,1,6.03
22738,11410,12,35,1,13.89
22739,11411,17,49,3,14.69
22740,11412,4,10,3,6.89
22741,11412,9,26,2,14.89
22742,11412,18,54,1,9.04
22743,11413,9,27,1,10.83
22744,11414,14,42,3,13.7
22745,11414,7,20,1,12.01
22746,11414,4,11,1,11.15
22747,11415,5,15,1,12.81
22748,11415,17,49,3,14.69
22749,11415,9,27,1,10.83
22750,11416,20,60,1,12.23
22751,11416,16,47,3,13.21
22752,11416,9,27,3,10.83
22753,11417,4,12,1,19.06
22754,11417,1,2,2,7.73
22755,11417,9,25,2,18.6
22756,11418,1,1,1,11.51
22757,11418,2,6,2,6.59
22758,11419,11,32,3,11.34
22759,11420,3,7,2,15.71
22760,11421,5,15,3,12.81
22761,11422,19,55,1,12.34
22762,11422,1,3,2,9.97
22763,11423,10,28,1,10.9
22764,11423,13,38,1,19.05
22765,11423,6,18,3,15.32
22766,11424,7,20,1,12.01
22767,11424,16,47,3,13.21
22768,11424,15,45,3,19.74
22769,11425,4,12,3,19.06
22770,11425,15,44,3,8.36
22771,11425,8,23,3,16.36
22772,11426,8,23,1,16.36
22773,11427,12,36,3,10.05
22774,11428,6,16,3,18.54
22775,11428,16,46,3,18.68
22776,11428,12,36,2,10.05
22777,11429,18,54,2,9.04
22778,11430,13,39,3,9.68
22779,11431,19,55,2,12.34
22780,11431,2,6,2,6.59
22781,11431,13,39,1,9.68
22782,11432,20,60,2,12.23
22783,11433,15,43,3,11.91
22784,11433,4,11,1,11.15
22785,11434,14,40,1,6.75
22786,11435,17,49,1,14.69
22787,11436,11,32,2,11.34
22788,11436,8,22,3,15.06
22789,11437,12,34,3,18.33
22790,11437,9,27,2,10.83
22791,11437,10,30,1,9.99
22792,11438,1,3,3,9.97
22793,11438,8,23,1,16.36
22794,11438,14,40,3,6.75
22795,11439,13,38,2,19.05
22796,11440,6,18,2,15.32
22797,11441,20,60,3,12.23
22798,11441,5,15,2,12.81
22799,11441,10,30,2,9.99
22800,11442,17,49,3,14.69
22801,11443,15,45,3,19.74
22802,11444,20,59,1,6.03
22803,11445,8,24,2,16.24
22804,11445,6,16,1,18.54
22805,11446,18,53,1,9.01
22806,11446,19,55,1,12.34
22807,11447,11,31,1,12.13
22808,11447,16,46,1,18.68
22809,11447,7,21,1,13.85
22810,11448,4,10,2,6.89
22811,11448,19,57,3,9.39
22812,11448,10,30,1,9.99
22813,11449,5,15,1,12.81
22814,11449,17,50,2,15.34
22815,11449,1,1,3,11.51
22816,11450,7,21,1,13.85
22817,11450,10,28,1,10.9
22818,11451,13,37,2,15.82
22819,11451,18,54,1,9.04
22820,11452,20,59,3,6.03
22821,11452,8,22,1,15.06
22822,11453,17,50,3,15.34
22823,11454,18,53,1,9.01
22824,11455,14,42,1,13.7
22825,11456,14,40,2,6.75
22826,11456,12,36,1,10.05
22827,11456,3,8,3,9.21
22828,11457,3,8,3,9.21
22829,11457,7,21,2,13.85
22830,11457,11,33,1,15.68
22831,11458,11,31,1,12.13
22832,11459,17,51,1,5.51
22833,11459,2,6,2,6.59
22834,11459,4,12,3,19.06
22835,11460,8,23,3,16.36
22836,11460,1,3,2,9.97
22837,11461,20,59,3,6.03
22838,11461,20,60,1,12.23
22839,11462,2,6,2,6.59
22840,11463,13,37,1,15.82
22841,11463,7,21,3,13.85
22842,11463,15,44,3,8.36
22843,11464,19,57,1,9.39
22844,11464,11,33,3,15.68
22845,11465,5,13,1,9.31
22846,11465,6,16,1,18.54
22847,11466,15,45,1,19.74
22848,11467,19,55,1,12.34
22849,11467,13,39,2,9.68
22850,11467,11,33,1,15.68
22851,11468,9,26,1,14.89
22852,11469,6,18,2,15.32
22853,11469,18,52,1,5.28
22854,11469,6,17,3,14.18
22855,11470,9,27,3,10.83
22856,11471,18,53,1,9.01
22857,11471,15,43,1,11.91
22858,11472,7,19,2,7.02
22859,11473,3,9,1,13.91
22860,11473,19,57,3,9.39
22861,11474,15,44,1,8.36
22862,11475,10,30,2,9.99
22863,11475,9,27,2,10.83
22864,11475,9,26,2,14.89
22865,11476,7,20,1,12.01
22866,11476,19,57,1,9.39
22867,11477,4,11,1,11.15
22868,11477,10,29,1,12.51
22869,11478,17,50,3,15.34
22870,11479,11,31,3,12.13
22871,11480,9,25,1,18.6
22872,11481,1,2,1,7.73
22873,11481,10,28,1,10.9
22874,11481,10,28,3,10.9
22875,11482,20,59,1,6.03
22876,11482,20,60,3,12.23
22877,11483,5,14,1,18.78
22878,11484,11,33,2,15.68
22879,11484,9,25,2,18.6
22880,11484,10,29,1,12.51
22881,11485,15,44,1,8.36
22882,11486,17,51,2,5.51
22883,11486,16,48,1,13.18
22884,11486,6,17,1,14.18
22885,11487,15,44,1,8.36
22886,11487,8,23,3,16.36
22887,11488,9,25,2,18.6
22888,11489,19,57,2,9.39
22889,11489,14,41,3,5.25
22890,11489,13,37,2,15.82
22891,11490,3,9,2,13.91
22892,11490,19,57,2,9.39
22893,11491,9,25,2,18.6
22894,11491,13,39,1,9.68
22895,11491,2,4,2,13.38
22896,11492,10,30,1,9.99
22897,11492,13,39,3,9.68
22898,11493,12,36,3,10.05
22899,11493,20,59,1,6.03
22900,11494,7,20,3,12.01
22901,11495,17,50,3,15.34
22902,11495,13,39,3,9.68
22903,11496,6,18,1,15.32
22904,11496,18,54,1,9.04
22905,11496,5,13,1,9.31
22906,11497,15,44,3,8.36
22907,11498,6,17,3,14.18
22908,11498,19,56,3,9.11
22909,11499,9,25,1,18.6
22910,11499,3,8,1,9.21
22911,11499,1,2,2,7.73
22912,11500,14,42,2,13.7
22913,11501,6,18,2,15.32
22914,11501,11,33,2,15.68
22915,11502,1,1,2,11.51
22916,11502,10,30,1,9.99
22917,11503,14,41,3,5.25
22918,11503,9,25,2,18.6
22919,11503,3,9,1,13.91
22920,11504,3,7,2,15.71
22921,11505,19,55,3,12.34
22922,11505,8,23,1,16.36
22923,11505,1,2,1,7.73
22924,11506,17,50,1,15.34
22925,11506,10,28,1,10.9
22926,11507,12,34,1,18.33
22927,11508,17,51,3,5.51
22928,11509,18,53,2,9.01
22929,11509,18,52,3,5.28
22930,11510,11,33,2,15.68
22931,11510,9,26,3,14.89
22932,11510,6,17,3,14.18
22933,11511,13,37,2,15.82
22934,11511,20,59,2,6.03
22935,11512,11,33,3,15.68
22936,11512,17,49,1,14.69
22937,11512,2,6,2,6.59
22938,11513,12,34,2,18.33
22939,11513,18,54,2,9.04
22940,11513,12,34,2,18.33
22941,11514,15,45,1,19.74
22942,11514,1,1,3,11.51
22943,11514,9,25,3,18.6
22944,11515,2,6,3,6.59
22945,11516,9,26,3,14.89
22946,11516,9,26,3,14.89
22947,11517,14,41,1,5.25
22948,11517,20,59,1,6.03
22949,11517,2,5,2,14.74
22950,11518,6,18,2,15.32
22951,11519,15,43,1,11.91
22952,11520,8,24,1,16.24
22953,11520,9,27,3,10.83
22954,11520,16,47,3,13.21
22955,11521,2,5,1,14.74
22956,11521,1,2,1,7.73
22957,11521,1,2,2,7.73
22958,11522,13,39,1,9.68
22959,11523,7,20,3,12.01
22960,11524,7,19,3,7.02
22961,11525,20,59,2,6.03
22962,11526,2,6,2,6.59
22963,11526,11,31,3,12.13
22964,11526,3,7,1,15.71
22965,11527,1,3,2,9.97
22966,11527,4,11,3,11.15
22967,11527,7,19,3,7.02
22968,11528,17,49,2,14.69
22969,11529,9,25,1,18.6
22970,11529,9,27,2,10.83
22971,11529,8,23,1,16.36
22972,11530,13,39,1,9.68
22973,11530,19,57,3,9.39
22974,11531,14,42,3,13.7
22975,11531,1,2,1,7.73
22976,11532,17,50,3,15.34
22977,11532,2,6,1,6.59
22978,11533,9,26,3,14.89
22979,11533,6,18,2,15.32
22980,11533,9,25,1,18.6
22981,11534,8,22,2,15.06
22982,11535,3,7,1,15.71
22983,11536,18,53,1,9.01
22984,11536,12,36,2,10.05
22985,11537,5,14,3,18.78
22986,11537,1,2,2,7.73
22987,11538,8,24,1,16.24
22988,11538,9,26,2,14.89
22989,11539,14,42,1,13.7
22990,11539,3,8,2,9.21
22991,11539,14,42,2,13.7
22992,11540,4,12,2,19.06
22993,11540,7,19,1,7.02
22994,11541,19,55,3,12.34
22995,11542,13,39,3,9.68
22996,11542,20,59,2,6.03
22997,11542,11,32,1,11.34
22998,11543,7,20,2,12.01
22999,11543,17,49,2,14.69
23000,11543,17,51,1,5.51
23001,11544,1,1,1,11.51
23002,11544,10,28,2,10.9
23003,11545,14,40,1,6.75
23004,11546,16,47,3,13.21
23005,11546,6,16,3,18.54
23006,11547,16,46,2,18.68
23007,11548,20,60,2,12.23
23008,11549,8,24,1,16.24
23009,11549,5,15,1,12.81
23010,11550,8,23,3,16.36
23011,11550,1,1,2,11.51
23012,11550,18,53,3,9.01
23013,11551,2,6,1,6.59
23014,11551,4,10,1,6.89
23015,11551,9,27,2,10.83
23016,11552,17,50,1,15.34
23017,11552,12,34,3,18.33
23018,11553,18,52,3,5.28
23019,11554,12,34,2,18.33
23020,11554,19,55,1,12.34
23021,11554,4,12,3,19.06
23022,11555,13,38,2,19.05
23023,11556,3,9,2,13.91
23024,11557,16,47,3,13.21
23025,11557,14,42,1,13.7
23026,11557,11,33,1,15.68
23027,11558,12,34,1,18.33
23028,11559,9,27,2,10.83
23029,11559,16,47,2,13.21
23030,11559,3,8,1,9.21
23031,11560,8,22,1,15.06
23032,11561,11,32,3,11.34
23033,11562,3,9,2,13.91
23034,11562,10,28,3,10.9
23035,11562,12,35,3,13.89
23036,11563,6,17,1,14.18
23037,11563,20,60,3,12.23
23038,11564,10,30,2,9.99
23039,11564,20,58,3,19.27
23040,11564,13,37,3,15.82
23041,11565,7,20,1,12.01
23042,11565,7,20,1,12.01
23043,11565,9,26,3,14.89
23044,11566,7,19,3,7.02
23045,11566,8,22,3,15.06
23046,11566,12,34,1,18.33
23047,11567,11,33,1,15.68
23048,11568,14,42,2,13.7
23049,11569,18,54,1,9.04
23050,11569,9,26,1,14.89
23051,11569,1,3,1,9.97
23052,11570,15,43,1,11.91
23053,11571,9,25,1,18.6
23054,11572,15,44,3,8.36
23055,11572,9,27,1,10.83
23056,11573,14,42,1,13.7
23057,11574,6,17,2,14.18
23058,11575,18,52,1,5.28
23059,11575,5,13,2,9.31
23060,11575,17,51,1,5.51
23061,11576,14,40,2,6.75
23062,11577,18,54,1,9.04
23063,11577,10,28,1,10.9
23064,11578,4,11,3,11.15
23065,11578,1,3,2,9.97
23066,11579,2,4,1,13.38
23067,11579,8,24,2,16.24
23068,11579,3,8,1,9.21
23069,11580,8,24,3,16.24
23070,11581,13,38,1,19.05
23071,11581,15,45,1,19.74
23072,11582,9,27,2,10.83
23073,11583,15,43,2,11.91
23074,11584,16,46,2,18.68
23075,11584,20,58,3,19.27
23076,11584,8,24,2,16.24
23077,11585,16,46,2,18.68
23078,11585,6,17,3,14.18
23079,11586,19,57,1,9.39
23080,11586,4,10,2,6.89
23081,11586,11,31,2,12.13
23082,11587,13,39,1,9.68
23083,11587,16,47,2,13.21
23084,11587,6,16,2,18.54
23085,11588,7,20,1,12.01
23086,11588,19,57,3,9.39
23087,11588,6,17,2,14.18
23088,11589,4,11,2,11.15
23089,11589,6,18,3,15.32
23090,11589,17,51,2,5.51
23091,11590,19,56,2,9.11
23092,11590,14,42,1,13.7
23093,11591,5,13,1,9.31
23094,11591,6,17,2,14.18
23095,11592,2,4,3,13.38
23096,11592,17,50,2,15.34
23097,11593,2,4,2,13.38
23098,11594,20,60,1,12.23
23099,11594,20,58,1,19.27
23100,11594,4,12,1,19.06
23101,11595,11,33,1,15.68
23102,11595,10,30,2,9.99
23103,11596,6,17,3,14.18
23104,11597,20,60,2,12.23
23105,11598,18,54,2,9.04
23106,11598,7,20,1,12.01
23107,11599,6,18,3,15.32
23108,11600,11,32,3,11.34
23109,11600,13,38,1,19.05
23110,11601,15,45,3,19.74
23111,11601,6,18,3,15.32
23112,11602,4,12,1,19.06
23113,11603,7,20,1,12.01
23114,11603,20,59,2,6.03
23115,11603,14,42,1,13.7
23116,11604,19,56,1,9.11
23117,11604,7,20,1,12.01
23118,11604,10,30,1,9.99
23119,11605,9,27,1,10.83
23120,11605,8,24,3,16.24
23121,11606,20,58,1,19.27
23122,11607,18,53,3,9.01
23123,11607,19,57,1,9.39
23124,11607,15,44,1,8.36
23125,11608,6,18,2,15.32
23126,11609,11,31,1,12.13
23127,11610,14,42,3,13.7
23128,11611,13,38,3,19.05
23129,11612,8,22,2,15.06
23130,11612,10,30,3,9.99
23131,11612,17,50,1,15.34
23132,11613,11,32,2,11.34
23133,11614,4,11,2,11.15
23134,11614,4,12,3,19.06
23135,11615,4,11,1,11.15
23136,11615,16,46,3,18.68
23137,11616,2,5,3,14.74
23138,11617,18,54,1,9.04
23139,11618,12,35,3,13.89
23140,11618,5,14,1,18.78
23141,11618,2,5,2,14.74
23142,11619,2,5,1,14.74
23143,11619,1,3,1,9.97
23144,11619,15,43,2,11.91
23145,11620,17,50,3,15.34
23146,11620,4,11,1,11.15
23147,11620,5,13,1,9.31
23148,11621,10,28,2,10.9
23149,11622,2,6,3,6.59
23150,11622,11,32,1,11.34
23151,11623,11,32,2,11.34
23152,11624,18,52,3,5.28
23153,11624,2,5,3,14.74
23154,11625,7,19,3,7.02
23155,11626,7,19,1,7.02
23156,11626,14,42,3,13.7
23157,11627,7,19,3,7.02
23158,11627,14,42,1,13.7
23159,11628,15,44,3,8.36
23160,11629,8,23,2,16.36
23161,11629,13,38,1,19.05
23162,11630,7,21,3,13.85
23163,11630,14,41,1,5.25
23164,11631,19,56,1,9.11
23165,11632,2,5,1,14.74
23166,11632,6,16,1,18.54
23167,11632,3,9,2,13.91
23168,11633,5,14,1,18.78
23169,11633,13,37,1,15.82
23170,11634,12,35,3,13.89
23171,11634,7,19,1,7.02
23172,11634,2,6,1,6.59
23173,11635,9,26,1,14.89
23174,11636,6,17,1,14.18
23175,11636,7,20,1,12.01
23176,11637,8,23,1,16.36
23177,11637,10,28,3,10.9
23178,11637,15,45,1,19.74
23179,11638,20,60,3,12.23
23180,11638,5,14,1,18.78
23181,11639,18,54,3,9.04
23182,11639,13,37,1,15.82
23183,11640,16,47,1,13.21
23184,11641,1,2,3,7.73
23185,11642,14,42,1,13.7
23186,11642,15,44,1,8.36
23187,11642,20,59,2,6.03
23188,11643,20,60,1,12.23
23189,11644,1,1,2,11.51
23190,11644,8,23,2,16.36
23191,11645,12,34,1,18.33
23192,11645,13,38,1,19.05
23193,11646,10,29,2,12.51
23194,11646,18,53,2,9.01
23195,11646,4,12,1,19.06
23196,11647,1,2,3,7.73
23197,11648,5,13,2,9.31
23198,11649,15,44,2,8.36
23199,11649,17,49,1,14.69
23200,11649,19,57,1,9.39
23201,11650,20,58,1,19.27
23202,11650,8,24,1,16.24
23203,11650,20,58,3,19.27
23204,11651,20,58,2,19.27
23205,11651,8,23,1,16.36
23206,11651,17,51,3,5.51
23207,11652,13,37,3,15.82
23208,11652,4,10,3,6.89
23209,11652,4,11,1,11.15
23210,11653,20,60,2,12.23
23211,11654,19,56,2,9.11
23212,11654,18,54,2,9.04
23213,11655,18,52,2,5.28
23214,11655,3,9,1,13.91
23215,11656,4,12,3,19.06
23216,11656,8,23,3,16.36
23217,11656,17,51,2,5.51
23218,11657,3,9,2,13.91
23219,11657,3,8,2,9.21
23220,11658,19,57,2,9.39
23221,11658,13,37,1,15.82
23222,11659,5,14,3,18.78
23223,11659,1,2,2,7.73
23224,11660,15,45,2,19.74
23225,11660,13,38,3,19.05
23226,11660,9,26,3,14.89
23227,11661,3,7,2,15.71
23228,11661,4,10,3,6.89
23229,11662,13,39,2,9.68
23230,11663,16,46,3,18.68
23231,11664,16,46,2,18.68
23232,11664,16,46,2,18.68
23233,11664,16,48,3,13.18
23234,11665,11,32,2,11.34
23235,11665,19,56,2,9.11
23236,11665,17,49,1,14.69
23237,11666,3,9,2,13.91
23238,11667,16,46,2,18.68
23239,11667,8,22,2,15.06
23240,11667,9,26,1,14.89
23241,11668,10,29,2,12.51
23242,11668,3,8,1,9.21
23243,11668,19,56,3,9.11
23244,11669,14,41,2,5.25
23245,11670,10,28,1,10.9
23246,11670,15,44,1,8.36
23247,11671,7,19,2,7.02
23248,11671,1,2,2,7.73
23249,11671,14,40,2,6.75
23250,11672,8,23,2,16.36
23251,11672,2,5,3,14.74
23252,11672,6,17,3,14.18
23253,11673,8,23,3,16.36
23254,11673,4,10,3,6.89
23255,11674,20,59,2,6.03
23256,11675,19,57,2,9.39
23257,11675,14,41,1,5.25
23258,11675,2,4,3,13.38
23259,11676,2,6,2,6.59
23260,11676,2,4,3,13.38
23261,11677,10,29,1,12.51
23262,11678,5,14,1,18.78
23263,11678,10,28,3,10.9
23264,11679,4,10,1,6.89
23265,11679,11,33,3,15.68
23266,11679,5,13,3,9.31
23267,11680,6,16,1,18.54
23268,11680,7,20,1,12.01
23269,11680,16,47,3,13.21
23270,11681,7,19,3,7.02
23271,11681,19,55,2,12.34
23272,11681,11,31,2,12.13
23273,11682,2,5,2,14.74
23274,11682,11,33,1,15.68
23275,11683,18,54,3,9.04
23276,11684,10,30,1,9.99
23277,11685,15,45,1,19.74
23278,11685,5,14,2,18.78
23279,11686,10,28,3,10.9
23280,11686,19,56,1,9.11
23281,11687,7,19,2,7.02
23282,11687,12,36,2,10.05
23283,11687,12,35,1,13.89
23284,11688,1,3,1,9.97
23285,11689,14,41,3,5.25
23286,11689,1,2,2,7.73
23287,11690,6,16,3,18.54
23288,11691,3,8,2,9.21
23289,11691,1,1,3,11.51
23290,11692,7,20,1,12.01
23291,11692,2,4,3,13.38
23292,11692,5,15,3,12.81
23293,11693,17,50,2,15.34
23294,11694,2,4,2,13.38
23295,11695,16,47,2,13.21
23296,11695,6,17,2,14.18
23297,11695,12,35,2,13.89
23298,11696,1,1,3,11.51
23299,11696,13,39,1,9.68
23300,11697,12,36,2,10.05
23301,11697,11,32,2,11.34
23302,11697,2,5,1,14.74
23303,11698,2,6,2,6.59
23304,11698,17,51,1,5.51
23305,11699,2,6,1,6.59
23306,11699,18,54,3,9.04
23307,11700,4,12,1,19.06
23308,11701,15,43,3,11.91
23309,11701,15,45,2,19.74
23310,11701,2,6,1,6.59
23311,11702,1,3,1,9.97
23312,11703,12,36,1,10.05
23313,11703,19,55,3,12.34
23314,11704,17,50,1,15.34
23315,11705,18,54,2,9.04
23316,11706,4,11,3,11.15
23317,11706,7,20,1,12.01
23318,11706,8,23,3,16.36
23319,11707,9,25,3,18.6
23320,11708,2,4,2,13.38
23321,11709,17,51,2,5.51
23322,11709,17,49,2,14.69
23323,11709,10,29,3,12.51
23324,11710,16,47,2,13.21
23325,11710,5,15,3,12.81
23326,11711,14,41,1,5.25
23327,11711,3,9,3,13.91
23328,11712,9,25,1,18.6
23329,11712,2,5,3,14.74
23330,11713,10,29,1,12.51
23331,11713,16,46,3,18.68
23332,11713,20,58,1,19.27
23333,11714,3,9,2,13.91
23334,11714,20,60,3,12.23
23335,11715,3,9,1,13.91
23336,11715,19,55,2,12.34
23337,11715,4,11,1,11.15
23338,11716,6,18,2,15.32
23339,11717,2,5,3,14.74
23340,11718,20,58,1,19.27
23341,11718,17,49,3,14.69
23342,11719,14,41,3,5.25
23343,11720,12,36,2,10.05
23344,11720,2,5,2,14.74
23345,11720,14,41,2,5.25
23346,11721,14,41,2,5.25
23347,11722,1,2,3,7.73
23348,11722,18,54,1,9.04
23349,11723,13,39,1,9.68
23350,11723,18,52,3,5.28
23351,11723,6,18,3,15.32
23352,11724,8,24,1,16.24
23353,11724,7,21,2,13.85
23354,11725,12,35,1,13.89
23355,11725,15,45,2,19.74
23356,11725,7,20,1,12.01
23357,11726,16,48,3,13.18
23358,11726,7,19,1,7.02
23359,11726,4,11,3,11.15
23360,11727,12,36,2,10.05
23361,11727,5,14,1,18.78
23362,11728,14,40,1,6.75
23363,11728,5,15,1,12.81
23364,11728,10,29,3,12.51
23365,11729,12,34,3,18.33
23366,11729,15,44,2,8.36
23367,11729,6,18,3,15.32
23368,11730,7,21,1,13.85
23369,11731,12,36,1,10.05
23370,11732,8,24,1,16.24
23371,11733,15,44,3,8.36
23372,11734,15,43,3,11.91
23373,11734,14,42,3,13.7
23374,11735,11,32,3,11.34
23375,11735,3,8,3,9.21
23376,11735,4,11,3,11.15
23377,11736,5,15,1,12.81
23378,11737,5,14,1,18.78
23379,11738,15,45,3,19.74
23380,11739,11,31,2,12.13
23381,11739,3,8,2,9.21
23382,11740,4,11,1,11.15
23383,11741,1,3,1,9.97
23384,11742,11,33,1,15.68
23385,11742,10,30,1,9.99
23386,11742,17,51,1,5.51
23387,11743,6,17,3,14.18
23388,11744,12,34,3,18.33
23389,11744,3,7,2,15.71
23390,11744,6,18,2,15.32
23391,11745,16,48,2,13.18
23392,11746,9,27,2,10.83
23393,11746,15,45,1,19.74
23394,11746,7,19,2,7.02
23395,11747,7,21,1,13.85
23396,11748,12,34,1,18.33
23397,11748,20,58,2,19.27
23398,11749,2,4,1,13.38
23399,11749,7,20,2,12.01
23400,11749,17,51,1,5.51
23401,11750,10,28,2,10.9
23402,11750,12,35,2,13.89
23403,11751,17,51,3,5.51
23404,11752,8,22,3,15.06
23405,11753,6,18,2,15.32
23406,11753,9,25,2,18.6
23407,11753,19,56,2,9.11
23408,11754,14,42,3,13.7
23409,11754,19,55,3,12.34
23410,11754,6,17,2,14.18
23411,11755,18,54,1,9.04
23412,11755,18,53,3,9.01
23413,11756,10,30,2,9.99
23414,11757,10,30,3,9.99
23415,11757,10,30,3,9.99
23416,11757,11,31,3,12.13
23417,11758,16,47,2,13.21
23418,11759,20,60,2,12.23
23419,11759,20,58,1,19.27
23420,11759,20,58,3,19.27
23421,11760,18,52,1,5.28
23422,11760,13,37,3,15.82
23423,11761,16,48,2,13.18
23424,11762,13,39,1,9.68
23425,11762,19,55,2,12.34
23426,11763,17,51,1,5.51
23427,11764,6,17,3,14.18
23428,11764,14,41,3,5.25
23429,11765,10,30,2,9.99
23430,11766,10,28,2,10.9
23431,11767,19,56,2,9.11
23432,11768,6,17,3,14.18
23433,11768,8,24,3,16.24
23434,11769,5,14,3,18.78
23435,11770,11,31,3,12.13
23436,11771,11,31,3,12.13
23437,11771,3,8,1,9.21
23438,11772,8,23,1,16.36
23439,11772,12,34,2,18.33
23440,11773,18,54,3,9.04
23441,11774,20,58,2,19.27
23442,11774,20,58,2,19.27
23443,11774,6,16,3,18.54
