transaction_id,user_id,amount,points_earned,transaction_datetime,transaction_type
15565,3113,45.18,45,2024-07-14 01:21:37,Purchase
15566,3114,58.34,58,2024-09-03 17:42:33,Purchase
15567,3114,36.4,36,2024-12-03 20:26:47,Purchase
15568,3114,81.93,81,2024-07-30 01:19:44,Bonus
15569,3114,97.81,97,2024-04-29 20:00:36,Purchase
15570,3114,65.15,65,2024-08-25 04:17:46,Bonus
15571,3115,32.74,32,2024-04-06 01:12:02,Purchase
15572,3115,70.3,70,2024-05-13 08:02:30,Bonus
15573,3115,61.75,61,2024-07-01 06:43:38,Bonus
15574,3115,12.9,12,2025-01-25 14:43:16,Purchase
15575,3115,56.91,56,2024-03-14 10:44:59,Purchase
15576,3116,94.2,94,2025-02-15 13:05:31,Bonus
15577,3116,89.38,89,2024-04-08 08:45:42,Bonus
15578,3116,77.25,77,2025-01-17 15:11:37,Purchase
15579,3116,56.59,56,2024-06-29 05:06:44,Bonus
15580,3116,96.07,96,2025-03-01 00:27:10,Purchase
15581,3117,39.16,39,2024-12-25 02:35:22,Bonus
15582,3117,26.5,26,2024-05-25 06:08:04,Purchase
15583,3117,16.39,16,2024-06-25 15:55:18,Bonus
15584,3117,72.22,72,2024-05-03 11:24:46,Purchase
15585,3117,37.46,37,2024-06-29 22:49:19,Purchase
15586,3118,29.34,29,2024-06-18 21:30:39,Bonus
15587,3118,25.32,25,2024-08-24 16:49:24,Purchase
15588,3118,21.46,21,2024-12-02 12:11:48,Purchase
15589,3118,12.31,12,2024-06-02 01:13:11,Purchase
15590,3118,57.45,57,2025-02-12 19:32:10,Bonus
15591,3119,56.14,56,2024-09-06 11:37:25,Purchase
15592,3119,16.62,16,2024-06-09 17:37:31,Purchase
15593,3119,93.13,93,2024-04-14 15:57:57,Bonus
15594,3119,45.95,45,2024-09-12 04:41:58,Bonus
15595,3119,90.93,90,2024-10-07 16:13:35,Purchase
15596,3120,68.45,68,2024-12-28 03:08:31,Bonus
15597,3120,64.68,64,2024-04-24 17:29:34,Purchase
15598,3120,88.31,88,2024-10-26 17:22:41,Purchase
15599,3120,28.88,28,2024-11-28 01:23:55,Bonus
15600,3120,22.91,22,2025-02-26 16:53:41,Bonus
15601,3121,51.87,51,2024-10-06 06:39:43,Purchase
15602,3121,52.78,52,2024-09-16 07:20:01,Bonus
15603,3121,29.88,29,2024-10-15 16:37:10,Bonus
15604,3121,90.95,90,2025-02-22 22:28:31,Bonus
15605,3121,39.03,39,2024-11-17 06:21:59,Bonus
15606,3122,77.93,77,2024-07-12 00:32:01,Bonus
15607,3122,93.37,93,2024-09-03 19:33:00,Purchase
15608,3122,72.81,72,2025-02-14 20:20:33,Purchase
15609,3122,55.61,55,2024-04-13 23:14:05,Purchase
15610,3122,60.62,60,2024-09-24 00:18:25,Bonus
15611,3123,97.07,97,2024-09-20 06:35:08,Bonus
15612,3123,10.41,10,2024-06-01 22:37:23,Purchase
15613,3123,58.07,58,2024-11-24 07:43:52,Purchase
15614,3123,44.98,44,2024-03-22 18:24:14,Bonus
15615,3123,48.81,48,2024-06-08 16:01:14,Bonus
15616,3124,82.31,82,2024-11-24 17:32:13,Purchase
15617,3124,80.92,80,2025-01-07 06:28:30,Purchase
15618,3124,91.51,91,2024-12-09 04:23:11,Bonus
15619,3124,99.97,99,2024-03-27 10:09:11,Bonus
15620,3124,65.47,65,2024-05-07 02:10:18,Bonus
15621,3125,40.0,40,2024-05-17 02:06:22,Purchase
15622,3125,42.34,42,2024-04-10 12:17:44,Bonus
15623,3125,22.01,22,2024-12-23 18:28:53,Purchase
15624,3125,31.68,31,2024-11-07 04:44:38,Bonus
15625,3125,73.48,73,2024-11-20 07:09:44,Purchase
15626,3126,22.85,22,2024-11-13 05:21:46,Purchase
15627,3126,85.21,85,2024-12-04 05:50:42,Bonus
15628,3126,69.78,69,2024-10-18 07:46:41,Purchase
15629,3126,70.03,70,2024-12-15 12:14:57,Bonus
15630,3126,91.49,91,2024-08-10 17:06:43,Bonus
15631,3127,15.41,15,2024-09-01 04:23:12,Purchase
15632,3127,46.89,46,2024-10-12 20:21:18,Bonus
15633,3127,19.54,19,2025-01-24 04:49:54,Purchase
15634,3127,90.87,90,2024-08-24 07:31:11,Purchase
15635,3127,35.96,35,2024-05-15 03:40:55,Purchase
15636,3128,59.23,59,2024-10-02 19:52:46,Bonus
15637,3128,35.98,35,2024-04-08 07:39:40,Purchase
15638,3128,90.86,90,2024-08-26 19:53:41,Purchase
15639,3128,77.99,77,2024-11-20 22:16:52,Purchase
15640,3128,50.21,50,2024-07-29 17:04:54,Bonus
15641,3129,29.51,29,2024-07-15 09:51:23,Bonus
15642,3129,93.0,93,2024-05-09 17:18:51,Bonus
15643,3129,57.73,57,2024-10-11 10:28:31,Bonus
15644,3129,39.62,39,2024-03-24 19:49:03,Bonus
15645,3129,66.79,66,2024-06-27 00:31:11,Bonus
15646,3130,95.68,95,2024-09-25 23:17:11,Bonus
15647,3130,65.27,65,2025-02-05 06:40:44,Bonus
15648,3130,36.14,36,2024-11-17 02:18:15,Bonus
15649,3130,42.04,42,2025-03-01 17:37:14,Bonus
15650,3130,28.82,28,2024-06-27 19:57:57,Purchase
15651,3131,32.47,32,2024-12-27 11:37:30,Bonus
15652,3131,53.66,53,2024-05-17 15:53:18,Bonus
15653,3131,45.77,45,2024-07-06 17:30:06,Bonus
15654,3131,60.68,60,2024-05-26 11:35:34,Bonus
15655,3131,93.32,93,2025-01-15 12:52:42,Purchase
15656,3132,26.52,26,2024-09-21 06:21:39,Bonus
15657,3132,23.68,23,2024-04-27 09:08:19,Bonus
15658,3132,79.95,79,2024-04-03 12:01:33,Purchase
15659,3132,98.97,98,2024-11-13 03:53:31,Bonus
15660,3132,53.04,53,2024-08-18 08:18:05,Bonus
15661,3133,14.92,14,2024-08-03 04:18:53,Purchase
15662,3133,40.73,40,2024-05-21 15:37:09,Bonus
15663,3133,75.68,75,2024-08-03 20:26:27,Bonus
15664,3133,43.2,43,2024-04-11 14:56:30,Bonus
15665,3133,50.24,50,2024-11-13 06:12:25,Purchase
15666,3134,94.3,94,2024-07-21 04:24:39,Purchase
15667,3134,48.3,48,2024-04-24 07:06:05,Purchase
15668,3134,86.15,86,2025-02-24 22:16:24,Purchase
15669,3134,11.89,11,2024-03-30 20:15:43,Purchase
15670,3134,30.88,30,2024-09-22 18:04:22,Bonus
15671,3135,48.45,48,2024-08-02 20:00:25,Purchase
15672,3135,15.21,15,2025-01-16 18:53:17,Purchase
15673,3135,36.28,36,2024-10-21 06:51:37,Bonus
15674,3135,70.48,70,2024-06-02 08:29:32,Bonus
15675,3135,58.03,58,2025-01-14 15:14:06,Purchase
15676,3136,90.26,90,2024-11-08 16:56:36,Purchase
15677,3136,26.3,26,2024-08-06 18:50:27,Purchase
15678,3136,67.38,67,2024-11-20 18:26:52,Purchase
15679,3136,82.65,82,2025-02-01 04:03:54,Purchase
15680,3136,14.75,14,2025-01-19 12:10:20,Bonus
15681,3137,68.11,68,2024-07-02 11:53:39,Bonus
15682,3137,68.78,68,2024-06-14 02:49:18,Purchase
15683,3137,77.45,77,2024-12-16 13:43:35,Bonus
15684,3137,17.28,17,2024-08-28 11:27:07,Purchase
15685,3137,88.69,88,2024-10-18 21:26:34,Purchase
15686,3138,62.61,62,2024-09-02 00:39:56,Purchase
15687,3138,38.73,38,2025-01-05 08:24:09,Bonus
15688,3138,34.88,34,2024-06-29 21:34:20,Purchase
15689,3138,46.49,46,2024-09-20 00:05:20,Purchase
15690,3138,82.19,82,2024-04-17 08:21:17,Bonus
15691,3139,48.69,48,2024-05-06 22:17:02,Bonus
15692,3139,68.66,68,2024-10-21 14:06:55,Bonus
15693,3139,96.95,96,2024-05-22 11:39:26,Bonus
15694,3139,35.51,35,2024-04-25 10:28:32,Purchase
15695,3139,73.13,73,2024-05-17 11:54:25,Bonus
15696,3140,10.37,10,2024-05-25 18:06:00,Bonus
15697,3140,67.38,67,2024-10-10 23:13:32,Purchase
15698,3140,72.91,72,2024-11-09 23:00:42,Bonus
15699,3140,81.24,81,2024-11-08 20:00:26,Bonus
15700,3140,68.29,68,2024-07-31 20:18:25,Purchase
15701,3141,48.65,48,2024-08-14 03:01:27,Purchase
15702,3141,96.88,96,2024-10-27 14:52:42,Bonus
15703,3141,66.78,66,2024-10-20 10:32:47,Purchase
15704,3141,19.7,19,2024-06-10 02:37:09,Purchase
15705,3141,43.5,43,2025-01-29 23:16:21,Bonus
15706,3142,88.98,88,2024-04-13 00:32:08,Purchase
15707,3142,52.88,52,2024-12-01 00:36:29,Purchase
15708,3142,31.85,31,2025-01-05 13:29:51,Purchase
15709,3142,12.77,12,2024-03-16 06:26:10,Bonus
15710,3142,90.45,90,2025-02-27 15:36:26,Bonus
15711,3143,44.39,44,2024-12-06 18:36:14,Bonus
15712,3143,22.1,22,2024-08-09 20:59:02,Purchase
15713,3143,15.11,15,2024-12-05 12:06:13,Bonus
15714,3143,18.09,18,2024-07-06 02:35:36,Purchase
15715,3143,78.9,78,2024-08-19 18:13:38,Bonus
15716,3144,79.79,79,2024-10-08 23:32:55,Purchase
15717,3144,81.3,81,2024-12-17 18:32:01,Bonus
15718,3144,90.14,90,2024-09-18 20:57:19,Purchase
15719,3144,99.23,99,2024-04-30 07:56:58,Purchase
15720,3144,93.89,93,2024-04-10 20:49:41,Purchase
15721,3145,11.86,11,2024-08-18 11:07:58,Bonus
15722,3145,23.93,23,2024-03-31 16:53:01,Purchase
15723,3145,71.95,71,2024-06-28 06:52:18,Bonus
15724,3145,21.57,21,2024-11-10 17:40:36,Bonus
15725,3145,84.68,84,2024-09-26 16:38:06,Bonus
15726,3146,41.38,41,2025-01-17 21:34:45,Bonus
15727,3146,61.31,61,2024-07-21 11:25:20,Bonus
15728,3146,15.25,15,2024-08-29 10:27:59,Purchase
15729,3146,42.8,42,2025-02-15 18:31:57,Purchase
15730,3146,85.59,85,2024-05-27 20:49:31,Purchase
15731,3147,77.56,77,2024-08-13 15:04:37,Purchase
15732,3147,22.92,22,2024-03-28 03:01:22,Bonus
15733,3147,72.62,72,2024-11-28 19:14:56,Bonus
15734,3147,88.13,88,2024-09-23 12:36:20,Purchase
15735,3147,95.22,95,2024-09-25 15:53:03,Purchase
15736,3148,25.76,25,2025-02-11 02:15:08,Bonus
15737,3148,58.26,58,2024-07-04 09:24:58,Bonus
15738,3148,46.05,46,2024-10-12 21:38:10,Purchase
15739,3148,44.09,44,2024-10-13 19:04:14,Bonus
15740,3148,83.93,83,2024-10-19 11:03:32,Bonus
15741,3149,78.29,78,2025-01-21 20:53:00,Bonus
15742,3149,28.21,28,2025-01-08 11:10:03,Bonus
15743,3149,55.5,55,2024-07-06 22:14:21,Bonus
15744,3149,42.82,42,2024-07-22 05:59:02,Bonus
15745,3149,85.87,85,2024-12-26 03:15:55,Purchase
15746,3150,72.4,72,2024-09-13 00:07:32,Bonus
15747,3150,15.31,15,2024-10-24 01:22:05,Bonus
15748,3150,13.11,13,2025-02-12 17:33:57,Purchase
15749,3150,51.86,51,2024-05-18 08:07:06,Bonus
15750,3150,74.23,74,2024-04-18 12:05:26,Bonus
15751,3151,49.43,49,2024-06-29 18:24:48,Purchase
15752,3151,42.24,42,2024-11-18 03:25:32,Bonus
15753,3151,92.66,92,2024-12-02 20:34:55,Purchase
15754,3151,35.66,35,2024-07-30 22:41:18,Bonus
15755,3151,93.61,93,2024-07-12 17:44:32,Bonus
15756,3152,46.85,46,2024-09-27 08:58:42,Purchase
15757,3152,99.69,99,2024-09-23 08:22:07,Purchase
15758,3152,69.15,69,2025-01-28 13:45:06,Purchase
15759,3152,56.73,56,2024-07-16 16:57:13,Purchase
15760,3152,95.93,95,2024-09-05 10:21:42,Bonus
15761,3153,41.74,41,2024-08-05 15:15:16,Bonus
15762,3153,77.69,77,2024-10-16 14:55:03,Bonus
15763,3153,16.34,16,2024-11-23 15:59:20,Purchase
15764,3153,53.01,53,2024-04-27 15:45:40,Bonus
15765,3153,24.73,24,2024-11-16 03:51:03,Bonus
15766,3154,38.8,38,2024-06-26 03:24:48,Bonus
15767,3154,44.48,44,2024-10-24 03:45:27,Purchase
15768,3154,30.23,30,2024-11-15 12:38:40,Purchase
15769,3154,61.94,61,2024-08-21 16:54:25,Bonus
15770,3154,32.32,32,2024-06-13 06:04:31,Purchase
15771,3155,65.12,65,2025-02-18 05:25:14,Bonus
15772,3155,48.43,48,2024-10-17 13:35:36,Bonus
15773,3155,41.56,41,2024-03-27 21:16:38,Purchase
15774,3155,18.62,18,2024-06-25 16:25:58,Purchase
15775,3155,32.81,32,2024-09-06 09:51:12,Bonus
15776,3156,76.59,76,2024-08-30 22:41:27,Bonus
15777,3156,43.17,43,2024-04-18 07:32:11,Purchase
15778,3156,58.33,58,2024-12-03 00:00:04,Bonus
15779,3156,87.02,87,2024-04-26 06:43:36,Bonus
15780,3156,33.99,33,2024-10-13 13:37:59,Bonus
15781,3157,94.66,94,2024-10-22 23:30:03,Bonus
15782,3157,70.62,70,2025-03-08 21:21:35,Purchase
15783,3157,29.8,29,2024-12-08 03:46:47,Bonus
15784,3157,24.4,24,2024-08-14 03:03:10,Bonus
15785,3157,76.26,76,2024-04-01 04:27:38,Bonus
15786,3158,56.39,56,2024-07-11 21:20:24,Purchase
15787,3158,82.39,82,2024-11-16 05:49:21,Purchase
15788,3158,87.01,87,2025-02-09 19:33:22,Bonus
15789,3158,49.41,49,2024-11-09 14:42:50,Purchase
15790,3158,98.53,98,2024-04-26 21:22:21,Purchase
15791,3159,62.41,62,2024-09-24 09:55:05,Purchase
15792,3159,99.95,99,2024-10-13 12:26:21,Bonus
15793,3159,67.11,67,2025-02-27 10:09:24,Purchase
15794,3159,83.85,83,2024-06-20 07:22:14,Purchase
15795,3159,52.51,52,2024-12-31 13:47:44,Purchase
15796,3160,36.2,36,2025-02-04 06:52:51,Purchase
15797,3160,34.2,34,2024-05-04 19:03:48,Bonus
15798,3160,66.25,66,2024-11-04 09:38:39,Purchase
15799,3160,73.92,73,2024-08-21 16:45:37,Purchase
15800,3160,98.15,98,2024-09-15 23:48:20,Purchase
15801,3161,63.04,63,2024-09-13 16:20:24,Bonus
15802,3161,93.12,93,2025-02-03 17:23:00,Purchase
15803,3161,98.93,98,2024-05-09 22:38:42,Bonus
15804,3161,29.18,29,2024-11-14 10:12:05,Purchase
15805,3161,66.77,66,2024-09-11 03:36:13,Bonus
15806,3162,24.97,24,2024-04-09 10:56:10,Purchase
15807,3162,14.8,14,2024-06-03 12:37:04,Purchase
15808,3162,70.74,70,2024-06-08 09:26:30,Bonus
15809,3162,50.34,50,2024-05-14 08:12:11,Bonus
15810,3162,57.14,57,2024-04-23 18:17:59,Bonus
15811,3163,40.73,40,2024-12-13 13:05:53,Purchase
15812,3163,39.67,39,2024-11-22 15:35:17,Purchase
15813,3163,79.51,79,2024-04-30 22:40:17,Purchase
15814,3163,27.35,27,2024-07-30 19:23:34,Purchase
15815,3163,31.06,31,2024-07-21 00:42:45,Purchase
15816,3164,12.26,12,2025-01-11 23:46:50,Purchase
15817,3164,59.93,59,2025-02-19 20:31:34,Bonus
15818,3164,20.19,20,2024-04-30 23:23:09,Bonus
15819,3164,59.29,59,2024-10-02 22:15:24,Bonus
15820,3164,17.06,17,2024-05-19 21:48:21,Purchase
15821,3165,35.93,35,2025-01-22 04:12:13,Purchase
15822,3165,31.09,31,2024-09-14 02:56:01,Bonus
15823,3165,42.3,42,2024-08-12 11:15:00,Bonus
15824,3165,42.83,42,2024-04-25 03:15:33,Purchase
15825,3165,57.63,57,2024-08-15 06:41:24,Purchase
15826,3166,54.81,54,2025-02-28 23:42:52,Purchase
15827,3166,84.15,84,2025-01-27 14:11:34,Bonus
15828,3166,63.92,63,2024-08-22 09:07:48,Purchase
15829,3166,61.14,61,2024-06-24 05:28:30,Purchase
15830,3166,22.93,22,2024-09-28 17:30:15,Bonus
15831,3167,92.98,92,2024-06-12 08:07:25,Bonus
15832,3167,50.03,50,2024-08-19 04:53:45,Bonus
15833,3167,97.87,97,2024-11-05 12:32:01,Purchase
15834,3167,98.78,98,2024-05-10 12:31:51,Bonus
15835,3167,21.0,21,2024-04-06 06:37:10,Purchase
15836,3168,37.46,37,2025-01-29 21:09:59,Purchase
15837,3168,54.02,54,2024-11-12 07:38:43,Bonus
15838,3168,78.34,78,2024-05-11 09:48:45,Bonus
15839,3168,67.47,67,2025-01-05 20:28:46,Bonus
15840,3168,93.74,93,2024-05-12 03:40:11,Purchase
15841,3169,40.4,40,2024-05-02 16:48:50,Purchase
15842,3169,62.6,62,2024-11-07 20:57:40,Bonus
15843,3169,29.43,29,2024-09-27 09:29:34,Bonus
15844,3169,50.03,50,2024-05-31 06:13:22,Bonus
15845,3169,16.64,16,2024-12-17 08:55:26,Purchase
15846,3170,56.23,56,2024-04-29 02:43:56,Purchase
15847,3170,29.2,29,2024-06-29 09:22:12,Purchase
15848,3170,66.85,66,2024-11-06 17:13:33,Bonus
15849,3170,92.86,92,2024-11-20 20:00:04,Purchase
15850,3170,98.39,98,2024-12-24 22:14:04,Purchase
15851,3171,24.26,24,2024-09-25 17:48:50,Bonus
15852,3171,74.28,74,2024-08-30 12:19:35,Purchase
15853,3171,49.84,49,2024-09-12 19:08:53,Bonus
15854,3171,25.68,25,2025-01-07 10:18:58,Bonus
15855,3171,54.08,54,2024-05-30 10:09:49,Bonus
15856,3172,41.59,41,2024-08-04 09:21:52,Bonus
15857,3172,10.24,10,2024-05-21 09:06:11,Bonus
15858,3172,52.18,52,2024-11-02 14:18:55,Bonus
15859,3172,82.84,82,2024-07-14 11:28:04,Bonus
15860,3172,94.92,94,2024-09-07 01:59:00,Bonus
15861,3173,66.07,66,2024-08-16 04:35:47,Purchase
15862,3173,74.32,74,2024-10-26 00:46:50,Bonus
15863,3173,24.21,24,2024-12-08 10:52:26,Bonus
15864,3173,51.98,51,2024-12-01 15:48:58,Purchase
15865,3173,74.7,74,2024-05-16 10:08:49,Bonus
15866,3174,63.04,63,2024-08-13 22:17:02,Bonus
15867,3174,98.55,98,2025-01-29 08:50:10,Purchase
15868,3174,76.85,76,2024-11-24 06:56:29,Purchase
15869,3174,90.79,90,2024-08-08 19:18:05,Purchase
15870,3174,15.45,15,2024-11-29 07:50:11,Purchase
15871,3175,81.03,81,2024-08-06 00:44:46,Bonus
15872,3175,60.88,60,2024-07-13 06:02:23,Bonus
15873,3175,40.85,40,2024-09-03 04:20:27,Purchase
15874,3175,22.77,22,2024-07-01 15:45:02,Purchase
15875,3175,12.23,12,2024-05-26 01:20:42,Purchase
15876,3176,73.64,73,2024-08-03 08:23:16,Bonus
15877,3176,67.78,67,2024-06-15 23:06:31,Purchase
15878,3176,60.9,60,2025-03-02 14:06:47,Bonus
15879,3176,91.14,91,2024-04-30 11:14:16,Purchase
15880,3176,24.78,24,2024-09-01 15:34:13,Bonus
15881,3177,34.25,34,2024-04-16 17:10:43,Bonus
15882,3177,45.25,45,2024-07-30 12:18:55,Purchase
15883,3177,76.9,76,2024-06-25 04:25:56,Purchase
15884,3177,47.06,47,2025-03-10 19:54:33,Bonus
15885,3177,61.58,61,2024-07-31 16:59:00,Bonus
15886,3178,93.89,93,2024-05-28 00:17:08,Bonus
15887,3178,50.46,50,2024-05-23 05:04:43,Purchase
15888,3178,32.75,32,2024-04-25 09:32:57,Purchase
15889,3178,43.89,43,2024-12-10 15:46:52,Purchase
15890,3178,22.23,22,2024-05-14 10:26:06,Bonus
15891,3179,97.74,97,2025-01-11 20:24:51,Bonus
15892,3179,84.95,84,2025-03-11 00:15:59,Purchase
15893,3179,19.01,19,2024-08-11 04:32:25,Purchase
15894,3179,94.83,94,2025-03-09 12:07:32,Purchase
15895,3179,31.03,31,2025-01-10 18:46:34,Bonus
15896,3180,43.74,43,2024-09-23 00:04:57,Bonus
15897,3180,48.75,48,2024-04-14 18:13:46,Purchase
15898,3180,21.52,21,2024-09-03 21:41:54,Bonus
15899,3180,33.45,33,2024-08-13 08:14:59,Bonus
15900,3180,59.12,59,2024-04-27 08:24:39,Bonus
15901,3181,29.84,29,2024-06-16 14:19:32,Bonus
15902,3181,47.27,47,2025-02-22 23:44:50,Purchase
15903,3181,85.26,85,2024-09-12 11:08:05,Purchase
15904,3181,34.84,34,2024-11-01 02:47:49,Bonus
15905,3181,90.1,90,2024-11-08 22:11:24,Bonus
15906,3182,72.77,72,2025-02-03 07:18:36,Bonus
15907,3182,53.41,53,2025-02-24 05:55:45,Purchase
15908,3182,58.08,58,2024-12-05 14:15:03,Bonus
15909,3182,28.15,28,2024-10-16 07:07:28,Bonus
15910,3182,40.9,40,2024-04-18 12:41:34,Purchase
15911,3183,27.99,27,2024-07-18 18:46:42,Bonus
15912,3183,33.19,33,2024-09-07 18:48:07,Purchase
15913,3183,10.27,10,2024-09-01 17:44:49,Bonus
15914,3183,96.01,96,2024-04-01 11:33:58,Bonus
15915,3183,61.77,61,2024-12-14 01:52:31,Bonus
15916,3184,12.01,12,2024-11-12 21:01:35,Bonus
15917,3184,84.84,84,2024-08-10 01:58:11,Purchase
15918,3184,46.55,46,2024-10-24 08:27:34,Purchase
15919,3184,80.98,80,2024-09-28 14:33:44,Purchase
15920,3184,60.41,60,2024-03-19 07:59:39,Bonus
15921,3185,13.79,13,2024-07-15 05:43:48,Bonus
15922,3185,31.1,31,2024-08-09 18:57:11,Purchase
15923,3185,18.73,18,2024-04-22 11:38:37,Bonus
15924,3185,73.04,73,2024-12-26 12:15:09,Bonus
15925,3185,88.72,88,2024-05-13 02:51:25,Bonus
15926,3186,41.33,41,2025-01-21 14:26:51,Purchase
15927,3186,62.79,62,2024-04-30 19:23:14,Bonus
15928,3186,78.56,78,2024-12-20 03:11:25,Bonus
15929,3186,22.26,22,2024-12-01 11:14:24,Purchase
15930,3186,14.37,14,2024-12-20 20:13:39,Purchase
15931,3187,25.72,25,2024-04-03 07:40:49,Purchase
15932,3187,88.5,88,2024-09-20 18:47:48,Purchase
15933,3187,65.1,65,2024-08-27 18:26:38,Purchase
15934,3187,48.3,48,2025-02-19 00:05:12,Purchase
15935,3187,57.9,57,2024-09-12 07:29:54,Purchase
15936,3188,27.04,27,2024-03-24 17:26:28,Bonus
15937,3188,11.11,11,2024-05-29 16:44:34,Bonus
15938,3188,78.56,78,2024-07-03 00:50:08,Purchase
15939,3188,76.6,76,2024-07-24 08:24:10,Purchase
15940,3188,50.49,50,2024-05-29 16:52:26,Purchase
15941,3189,10.19,10,2024-08-22 20:45:05,Bonus
15942,3189,62.7,62,2025-02-28 07:12:29,Bonus
15943,3189,47.6,47,2024-08-01 13:03:27,Bonus
15944,3189,77.32,77,2024-08-25 20:24:18,Purchase
15945,3189,88.05,88,2024-11-27 18:59:16,Purchase
15946,3190,54.26,54,2024-07-01 06:18:37,Purchase
15947,3190,90.57,90,2025-02-26 15:17:15,Purchase
15948,3190,82.45,82,2024-05-14 01:48:43,Purchase
15949,3190,46.54,46,2025-03-12 02:57:33,Purchase
15950,3190,13.51,13,2024-11-13 21:01:26,Purchase
15951,3191,30.69,30,2024-05-11 12:59:38,Purchase
15952,3191,20.08,20,2024-04-07 00:32:13,Purchase
15953,3191,93.39,93,2024-07-06 21:27:47,Bonus
15954,3191,16.54,16,2024-07-11 21:41:23,Purchase
15955,3191,20.28,20,2025-01-14 07:58:32,Purchase
15956,3192,69.79,69,2024-04-06 03:01:24,Purchase
15957,3192,40.63,40,2024-05-26 06:37:06,Bonus
15958,3192,50.7,50,2024-10-26 11:29:03,Purchase
15959,3192,17.83,17,2024-08-27 23:34:02,Bonus
15960,3192,98.45,98,2024-06-22 11:04:05,Purchase
15961,3193,65.12,65,2024-09-13 00:06:00,Purchase
15962,3193,18.47,18,2024-06-15 17:26:44,Purchase
15963,3193,20.15,20,2024-11-27 14:29:51,Bonus
15964,3193,20.31,20,2024-05-20 23:14:21,Purchase
15965,3193,82.0,82,2024-04-14 22:42:04,Purchase
15966,3194,78.47,78,2024-08-25 04:10:34,Purchase
15967,3194,47.49,47,2025-01-04 01:46:49,Purchase
15968,3194,63.47,63,2024-06-16 19:29:38,Purchase
15969,3194,58.93,58,2025-01-29 11:50:44,Purchase
15970,3194,20.14,20,2024-08-17 00:35:18,Bonus
15971,3195,50.46,50,2024-06-28 10:31:14,Bonus
15972,3195,71.74,71,2025-03-07 12:03:42,Purchase
15973,3195,58.57,58,2024-08-19 23:04:34,Bonus
15974,3195,80.84,80,2024-12-27 13:53:29,Bonus
15975,3195,93.73,93,2024-12-29 02:56:56,Purchase
15976,3196,26.88,26,2024-09-04 05:57:39,Bonus
15977,3196,17.07,17,2024-07-13 03:39:27,Purchase
15978,3196,23.02,23,2024-10-19 10:47:23,Purchase
15979,3196,57.18,57,2025-01-18 02:48:45,Purchase
15980,3196,90.89,90,2024-04-22 12:00:22,Purchase
15981,3197,50.85,50,2024-05-06 05:25:35,Purchase
15982,3197,61.85,61,2025-01-20 04:03:44,Bonus
15983,3197,36.63,36,2024-12-11 17:54:18,Bonus
15984,3197,15.84,15,2025-01-19 10:58:49,Purchase
15985,3197,23.89,23,2024-04-04 15:07:33,Bonus
15986,3198,36.57,36,2024-04-09 09:11:07,Bonus
15987,3198,26.79,26,2024-08-23 13:51:50,Purchase
15988,3198,84.52,84,2024-12-10 02:39:46,Bonus
15989,3198,73.22,73,2024-12-04 10:51:49,Purchase
15990,3198,34.85,34,2024-05-22 05:03:09,Purchase
15991,3199,23.98,23,2024-07-06 00:21:07,Bonus
15992,3199,73.13,73,2024-04-30 23:34:25,Purchase
15993,3199,48.74,48,2025-03-06 09:16:39,Bonus
15994,3199,31.05,31,2024-12-24 23:27:42,Purchase
15995,3199,85.41,85,2024-07-03 19:24:26,Bonus
15996,3200,59.73,59,2024-09-20 13:21:44,Purchase
15997,3200,47.32,47,2025-01-28 13:12:41,Bonus
15998,3200,49.62,49,2024-05-16 05:51:52,Bonus
15999,3200,14.47,14,2025-01-15 11:07:59,Bonus
16000,3200,14.97,14,2025-02-17 03:15:29,Bonus
16001,3201,65.49,65,2024-06-01 16:41:27,Purchase
16002,3201,47.1,47,2024-10-27 00:30:27,Purchase
16003,3201,43.59,43,2024-10-24 08:38:29,Bonus
16004,3201,17.62,17,2024-05-13 10:55:44,Bonus
16005,3201,43.63,43,2024-03-14 22:52:08,Bonus
16006,3202,91.14,91,2024-10-21 09:55:28,Bonus
16007,3202,27.17,27,2024-11-02 23:39:05,Bonus
16008,3202,78.23,78,2024-07-22 11:23:09,Purchase
16009,3202,33.02,33,2024-07-23 23:41:42,Bonus
16010,3202,47.42,47,2024-11-29 18:20:16,Bonus
16011,3203,18.79,18,2024-06-25 11:43:33,Bonus
16012,3203,45.61,45,2024-12-13 04:55:56,Bonus
16013,3203,82.3,82,2024-05-11 02:38:30,Bonus
16014,3203,90.17,90,2024-08-24 09:16:34,Purchase
16015,3203,50.39,50,2024-09-11 20:52:21,Purchase
16016,3204,92.56,92,2024-07-27 06:13:45,Bonus
16017,3204,88.43,88,2024-07-01 05:41:03,Purchase
16018,3204,72.69,72,2024-09-29 00:14:48,Purchase
16019,3204,66.74,66,2024-11-06 12:56:18,Bonus
16020,3204,54.82,54,2025-03-10 23:45:27,Purchase
16021,3205,85.42,85,2024-03-27 14:36:40,Purchase
16022,3205,67.29,67,2024-09-17 19:50:01,Bonus
16023,3205,28.97,28,2024-06-23 11:33:10,Purchase
16024,3205,93.73,93,2025-02-27 05:11:55,Bonus
16025,3205,86.45,86,2025-01-25 18:01:23,Purchase
16026,3206,33.87,33,2025-01-31 22:44:29,Bonus
16027,3206,40.86,40,2024-04-21 06:09:45,Bonus
16028,3206,47.32,47,2024-08-29 19:54:21,Bonus
16029,3206,67.92,67,2024-11-16 14:46:01,Bonus
