order_id,booking_id,screen_id,seat_id,order_datetime,total_cost,delivery_method
11437,7676,1,825,06-03-2025 16:24,23.52,Seat
11438,7677,2,209,06-03-2025 12:43,17.1,Counter
11439,7677,1,758,03-03-2025 06:50,11.45,Seat
11440,7677,1,831,04-03-2025 04:32,45.49,Seat
11441,7678,3,339,11-03-2025 16:58,42.72,Counter
11442,7679,4,597,10-03-2025 23:13,29.61,Counter
11443,7679,4,574,11-03-2025 14:45,35.06,Seat
11444,7679,2,358,11-03-2025 10:46,46.74,Counter
11445,7682,3,184,03-03-2025 13:47,26.05,Seat
11446,7682,2,82,04-03-2025 13:06,41.31,Seat
11447,7683,4,578,11-03-2025 20:47,17.07,Seat
11448,7683,1,518,11-03-2025 11:13,34.52,Seat
11449,7683,4,360,11-03-2025 05:53,12.01,Counter
11450,7684,1,743,04-03-2025 22:52,13.97,Seat
11451,7684,4,268,11-03-2025 05:21,38.06,Counter
11452,7684,4,163,08-03-2025 13:46,25.19,Counter
11453,7685,2,300,08-03-2025 15:03,38.33,Counter
11454,7685,4,41,10-03-2025 13:29,45.63,Seat
11455,7685,2,234,09-03-2025 09:02,15.66,Seat
11456,7686,2,704,16-02-2025 00:08,36.1,Counter
11457,7686,4,41,10-03-2025 00:12,44.76,Seat
11458,7686,4,192,15-02-2025 22:28,31.22,Counter
11459,7688,4,332,04-03-2025 22:12,45.52,Counter
11460,7688,3,65,27-02-2025 20:56,23.33,Seat
11461,7689,4,148,22-02-2025 13:34,25.84,Seat
11462,7690,2,332,03-03-2025 05:53,13.79,Seat
11463,7690,4,544,08-03-2025 17:34,15.63,Counter
11464,7691,2,438,11-03-2025 11:01,40.02,Seat
11465,7691,2,203,22-02-2025 16:36,43.91,Seat
11466,7692,4,200,23-02-2025 17:05,46.78,Counter
11467,7692,1,182,05-03-2025 08:26,14.44,Counter
11468,7692,4,436,08-03-2025 02:40,17.84,Counter
11469,7693,4,679,08-03-2025 20:19,11.63,Counter
11470,7694,3,611,17-02-2025 06:27,34.23,Seat
11471,7694,3,740,09-03-2025 15:08,32.35,Counter
11472,7694,4,442,16-02-2025 03:09,46.1,Seat
11473,7695,2,835,09-03-2025 00:22,48.52,Seat
11474,7695,1,601,09-03-2025 10:34,27.87,Seat
11475,7696,1,623,28-02-2025 19:42,37.95,Counter
11476,7697,4,638,11-03-2025 20:22,37.29,Seat
11477,7698,2,547,21-02-2025 09:17,22.97,Seat
11478,7698,3,821,24-02-2025 15:35,14.33,Seat
11479,7699,2,285,04-03-2025 23:37,26.89,Seat
11480,7700,1,370,05-03-2025 07:18,12.15,Seat
11481,7700,4,487,01-03-2025 08:36,43.37,Seat
11482,7702,4,631,09-03-2025 13:03,37.4,Seat
11483,7702,4,435,08-03-2025 00:10,24.03,Counter
11484,7703,2,720,12-03-2025 10:09,13.06,Counter
11485,7704,1,603,09-03-2025 12:22,42,Seat
11486,7706,2,314,13-02-2025 16:23,14.38,Seat
11487,7706,1,775,18-02-2025 18:05,24,Seat
11488,7708,3,695,06-03-2025 08:19,21.88,Seat
11489,7708,2,345,04-03-2025 09:39,45.23,Counter
11490,7708,1,42,11-03-2025 09:21,48.9,Seat
11491,7709,3,79,04-03-2025 05:08,15.75,Counter
11492,7709,4,96,10-03-2025 04:38,14.13,Seat
11493,7709,4,7,06-03-2025 12:32,35.18,Seat
11494,7710,4,15,03-03-2025 11:55,35.42,Seat
11495,7714,3,283,08-03-2025 07:42,21.76,Seat
11496,7717,3,486,11-03-2025 14:31,22.16,Counter
11497,7717,3,35,09-03-2025 13:05,14.07,Seat
11498,7717,1,828,07-03-2025 11:04,14.17,Seat
11499,7718,1,834,08-03-2025 13:14,49.99,Seat
11500,7718,4,517,12-03-2025 09:15,21.41,Seat
11501,7720,4,744,10-03-2025 23:34,29.64,Counter
11502,7720,4,689,11-03-2025 19:16,23.46,Counter
11503,7720,4,72,11-03-2025 20:26,17.65,Seat
11504,7721,4,600,03-03-2025 21:43,44.01,Counter
11505,7721,1,537,03-03-2025 20:59,27.79,Seat
11506,7721,4,840,04-03-2025 14:35,17.37,Seat
11507,7723,4,217,10-03-2025 15:37,20.64,Counter
11508,7724,3,761,09-03-2025 09:31,48.39,Seat
11509,7724,4,637,02-03-2025 02:57,32.77,Seat
11510,7724,2,152,05-03-2025 09:40,19.55,Seat
11511,7725,4,192,01-03-2025 00:03,46.92,Seat
11512,7725,4,533,10-03-2025 01:27,38.26,Counter
11513,7726,4,171,04-03-2025 04:57,49.33,Seat
11514,7726,2,274,11-03-2025 13:59,31.84,Seat
11515,7727,3,16,10-03-2025 16:11,37.2,Counter
11516,7727,4,302,10-03-2025 18:20,37.8,Seat
11517,7728,1,598,12-03-2025 04:28,37.26,Counter
11518,7728,2,697,12-03-2025 07:39,42.02,Seat
11519,7728,2,529,12-03-2025 07:19,10.23,Counter
11520,7729,1,268,12-03-2025 12:12,16.01,Seat
11521,7729,1,740,12-03-2025 06:36,21.69,Seat
11522,7729,2,765,11-03-2025 22:04,16.24,Counter
11523,7730,1,361,04-03-2025 00:05,40.57,Counter
11524,7730,4,752,13-02-2025 09:21,15.72,Seat
11525,7731,2,688,10-03-2025 01:54,41.75,Counter
11526,7731,4,634,02-03-2025 07:19,41.61,Counter
11527,7731,1,666,01-03-2025 10:57,35.37,Counter
11528,7732,2,507,17-02-2025 15:47,41.93,Seat
11529,7732,1,665,02-03-2025 19:53,14.1,Seat
11530,7732,3,143,25-02-2025 11:57,46.35,Counter
11531,7733,4,524,23-02-2025 09:37,22.32,Counter
11532,7733,4,647,13-02-2025 21:04,27.73,Counter
11533,7733,1,175,10-03-2025 05:59,22.59,Seat
11534,7734,3,666,11-03-2025 04:40,44.75,Counter
11535,7734,3,4,08-03-2025 19:34,15.93,Seat
11536,7735,4,210,07-03-2025 07:02,27.08,Seat
11537,7737,2,528,07-03-2025 09:23,47.34,Counter
11538,7737,2,590,03-03-2025 12:19,23.15,Seat
11539,7737,3,511,04-03-2025 02:08,23.36,Seat
11540,7738,4,790,23-02-2025 21:39,32.47,Counter
11541,7738,2,755,10-03-2025 15:52,19.27,Seat
11542,7739,4,420,11-03-2025 02:37,30.08,Seat
11543,7739,4,100,07-03-2025 15:45,24.23,Seat
11544,7740,3,223,11-03-2025 06:13,41.28,Counter
11545,7740,3,547,11-03-2025 10:23,28.84,Seat
11546,7741,4,21,07-03-2025 19:34,48.73,Seat
11547,7741,4,580,09-03-2025 20:10,35.44,Seat
11548,7741,2,273,10-03-2025 21:21,10.21,Seat
11549,7742,3,754,27-02-2025 14:56,45.15,Seat
11550,7743,2,14,10-03-2025 06:12,45.17,Seat
11551,7743,4,177,11-03-2025 00:06,42.4,Counter
11552,7743,2,152,09-03-2025 18:15,42.49,Seat
11553,7744,1,355,22-02-2025 22:31,12,Seat
11554,7744,3,478,11-03-2025 00:17,37.28,Seat
11555,7745,4,844,12-03-2025 08:11,23.99,Counter
11556,7745,2,407,12-03-2025 05:52,36.74,Counter
11557,7745,2,324,12-03-2025 07:40,16.8,Counter
11558,7747,2,841,28-02-2025 19:22,42.13,Seat
11559,7748,4,717,11-03-2025 03:43,41.95,Seat
11560,7748,3,557,03-03-2025 13:01,35.01,Seat
11561,7749,3,299,27-02-2025 08:25,42.35,Counter
11562,7750,4,551,03-03-2025 04:50,39.26,Seat
11563,7750,3,527,22-02-2025 00:59,13.86,Counter
11564,7750,3,661,19-02-2025 19:56,20.32,Counter
11565,7751,4,384,01-03-2025 22:24,27.15,Counter
11566,7751,4,827,12-03-2025 09:34,13.2,Counter
11567,7751,4,187,09-03-2025 01:59,10.34,Counter
11568,7752,1,522,03-03-2025 11:14,44.68,Counter
11569,7752,2,677,08-03-2025 00:26,19.33,Counter
11570,7755,2,683,03-03-2025 16:54,25.88,Seat
11571,7756,4,268,11-03-2025 09:30,10.61,Seat
11572,7756,4,205,12-03-2025 03:29,44.16,Counter
11573,7759,3,582,12-03-2025 11:40,18.33,Seat
11574,7761,1,846,11-03-2025 22:58,42.81,Counter
11575,7762,3,471,06-03-2025 22:53,43.97,Seat
11576,7763,1,664,28-02-2025 06:32,17.05,Counter
11577,7764,2,250,11-03-2025 05:14,28.71,Counter
11578,7764,2,196,08-03-2025 22:27,48.26,Seat
11579,7766,4,803,27-02-2025 05:41,42.24,Seat
11580,7766,4,441,10-03-2025 00:41,30.9,Counter
11581,7767,4,509,10-03-2025 06:17,44.81,Seat
11582,7767,4,638,12-03-2025 01:17,23.99,Seat
11583,7767,3,230,08-03-2025 21:42,26.03,Seat
11584,7768,4,224,06-03-2025 02:58,48.85,Seat
11585,7768,4,827,06-03-2025 11:51,44.36,Counter
11586,7769,2,402,13-02-2025 17:47,34.16,Counter
11587,7769,3,679,28-02-2025 00:35,36.92,Seat
11588,7769,1,508,17-02-2025 04:24,26.24,Counter
11589,7770,3,291,27-02-2025 01:46,26.69,Seat
11590,7770,3,355,01-03-2025 21:50,10.05,Counter
11591,7770,3,320,12-03-2025 04:31,22.54,Seat
11592,7771,3,419,27-02-2025 10:22,14.56,Seat
11593,7771,2,212,14-02-2025 10:51,34.71,Seat
11594,7771,1,340,25-02-2025 10:01,11.76,Counter
11595,7772,1,569,06-03-2025 02:08,48.97,Counter
11596,7773,4,754,12-03-2025 12:24,11.6,Seat
11597,7774,1,156,09-03-2025 19:10,19.67,Counter
11598,7776,1,106,13-02-2025 19:27,40.26,Seat
11599,7776,3,299,18-02-2025 21:00,26.84,Counter
11600,7780,1,257,07-03-2025 04:35,36.51,Counter
11601,7781,1,517,11-03-2025 15:52,21.88,Counter
11602,7782,4,33,11-03-2025 11:56,40.66,Counter
11603,7782,2,733,11-03-2025 09:47,11.82,Counter
11604,7782,3,796,12-03-2025 10:38,46.31,Seat
11605,7783,1,5,09-03-2025 13:06,13.97,Counter
11606,7783,2,803,12-03-2025 01:36,13.89,Seat
11607,7784,2,297,10-03-2025 07:49,19.42,Seat
11608,7784,2,472,11-03-2025 11:42,44.04,Counter
11609,7784,2,1,11-03-2025 16:59,36.12,Seat
11610,7785,4,745,07-03-2025 14:41,48.37,Seat
11611,7785,4,568,05-03-2025 00:27,45.15,Counter
11612,7787,1,95,05-03-2025 12:06,39.53,Seat
11613,7787,2,34,10-03-2025 12:52,45.14,Seat
11614,7789,1,360,12-03-2025 01:42,45.86,Counter
11615,7790,3,712,08-03-2025 13:16,22.35,Counter
11616,7790,2,341,04-03-2025 08:43,12.2,Seat
11617,7793,2,328,20-02-2025 23:36,15.75,Counter
11618,7793,2,595,20-02-2025 00:30,49.13,Counter
11619,7794,2,515,06-03-2025 16:53,14.25,Counter
11620,7794,3,570,07-03-2025 05:00,36.01,Counter
11621,7795,2,466,11-03-2025 20:14,34.75,Counter
11622,7796,1,5,05-03-2025 23:34,38.34,Counter
11623,7797,4,101,09-03-2025 23:35,29.91,Counter
11624,7797,3,17,12-03-2025 12:15,19.49,Seat
11625,7797,4,639,11-03-2025 11:43,37.45,Counter
11626,7799,3,324,28-02-2025 10:54,22.1,Counter
11627,7799,2,584,03-03-2025 15:02,14.11,Seat
11628,7800,2,845,05-03-2025 20:11,19.7,Counter
11629,7800,1,269,12-03-2025 09:37,31,Seat
11630,7800,2,598,04-03-2025 05:57,41.55,Seat
11631,7801,2,237,03-03-2025 12:00,29.72,Counter
11632,7801,3,318,12-02-2025 17:35,33.73,Seat
11633,7801,3,320,27-02-2025 03:17,39.8,Seat
11634,7803,4,173,10-03-2025 12:15,35.34,Seat
11635,7803,4,336,12-03-2025 03:53,30.7,Seat
11636,7804,4,62,01-03-2025 21:24,37.7,Seat
11637,7805,3,441,07-03-2025 10:33,38.15,Seat
11638,7805,4,7,24-02-2025 05:12,40.6,Seat
11639,7805,1,743,27-02-2025 11:15,24.75,Seat
11640,7806,4,414,27-02-2025 01:58,25.95,Counter
11641,7806,4,505,02-03-2025 16:55,39.71,Counter
11642,7807,3,612,27-02-2025 20:14,32.09,Counter
11643,7808,3,154,10-03-2025 17:37,47.26,Counter
11644,7808,3,359,23-02-2025 12:33,16.86,Seat
11645,7808,1,280,01-03-2025 06:43,32.55,Counter
11646,7810,1,519,06-03-2025 08:04,36.47,Counter
11647,7810,3,396,06-03-2025 21:44,14.79,Counter
11648,7811,4,605,25-02-2025 16:11,34.85,Seat
11649,7811,3,482,18-02-2025 11:44,44.57,Seat
11650,7812,1,50,28-02-2025 02:29,42.02,Seat
11651,7812,3,656,28-02-2025 08:25,16.08,Seat
11652,7813,3,759,11-03-2025 09:01,31.5,Seat
11653,7813,4,744,06-03-2025 05:44,34.73,Seat
11654,7813,2,180,06-03-2025 13:10,24.48,Seat
11655,7814,4,45,05-03-2025 08:24,11.05,Seat
11656,7815,1,624,06-03-2025 11:26,39.59,Counter
11657,7815,4,20,08-03-2025 03:29,11.82,Seat
11658,7815,3,313,11-03-2025 04:30,34.03,Seat
11659,7816,3,370,06-03-2025 14:57,42.3,Seat
11660,7816,1,589,12-03-2025 07:22,10.82,Seat
11661,7816,1,139,05-03-2025 18:30,34.09,Counter
11662,7817,2,825,10-03-2025 22:05,13.84,Seat
11663,7820,1,331,04-03-2025 17:06,47.15,Counter
11664,7820,2,530,01-03-2025 19:27,34.44,Counter
11665,7821,4,164,03-03-2025 10:15,12.37,Counter
11666,7821,4,323,19-02-2025 22:58,36.71,Counter
11667,7821,4,10,08-03-2025 09:33,30,Seat
11668,7822,4,412,11-03-2025 12:59,44.85,Seat
11669,7822,1,125,10-03-2025 12:20,37.59,Seat
11670,7822,4,773,07-03-2025 16:19,44.26,Counter
11671,7823,3,723,08-03-2025 16:46,28.29,Counter
11672,7823,4,666,27-02-2025 20:09,30.49,Counter
11673,7823,4,791,21-02-2025 23:10,41.99,Counter
11674,7824,3,564,10-03-2025 05:19,26.99,Seat
11675,7825,2,160,24-02-2025 00:34,38.74,Counter
11676,7826,4,149,04-03-2025 00:29,35.81,Counter
11677,7826,4,25,09-03-2025 03:17,27.46,Counter
11678,7826,3,690,03-03-2025 22:55,47.99,Seat
11679,7827,4,400,08-03-2025 21:21,22.56,Seat
11680,7827,2,791,02-03-2025 04:16,24.27,Counter
11681,7827,4,424,08-03-2025 00:16,26.97,Seat
11682,7828,4,645,14-02-2025 05:49,12.56,Seat
11683,7828,1,796,05-03-2025 18:09,31.73,Counter
11684,7829,3,231,08-03-2025 03:28,29.48,Seat
11685,7833,2,415,11-03-2025 10:13,24.33,Seat
11686,7834,2,256,26-02-2025 23:25,23.78,Counter
11687,7835,4,28,11-03-2025 00:57,46.72,Seat
11688,7836,3,121,04-03-2025 18:19,39.44,Counter
11689,7836,2,643,10-03-2025 11:00,15.46,Counter
11690,7837,4,592,19-02-2025 23:50,30.29,Seat
11691,7837,3,250,13-02-2025 05:26,24.04,Seat
11692,7838,1,513,04-03-2025 16:39,11.24,Counter
11693,7839,3,472,09-03-2025 16:59,28.68,Counter
11694,7839,2,724,05-03-2025 10:04,13.27,Seat
11695,7840,4,588,11-03-2025 19:21,46.03,Counter
11696,7840,3,154,06-03-2025 19:55,16.24,Seat
11697,7840,3,307,09-03-2025 12:51,10.27,Seat
11698,7841,3,445,06-03-2025 00:19,13.67,Counter
11699,7841,1,571,04-03-2025 18:19,48.99,Seat
11700,7841,1,182,03-03-2025 20:44,25.84,Counter
11701,7842,2,487,10-03-2025 08:53,14.36,Counter
11702,7842,2,592,08-03-2025 22:25,39.98,Counter
11703,7842,2,789,25-02-2025 06:55,23.14,Counter
11704,7843,4,788,18-02-2025 22:43,14.47,Seat
11705,7843,1,91,11-03-2025 09:04,27.1,Counter
11706,7844,2,725,09-03-2025 23:19,39,Counter
11707,7844,4,705,28-02-2025 21:14,37.94,Seat
11708,7844,2,458,25-02-2025 19:35,36.69,Seat
11709,7846,3,742,04-03-2025 18:09,46.71,Seat
11710,7849,1,734,03-03-2025 17:59,44.9,Seat
11711,7850,3,740,09-03-2025 13:23,13.42,Seat
11712,7851,2,590,18-02-2025 07:57,42.84,Seat
11713,7851,1,42,11-02-2025 21:40,23.28,Counter
11714,7852,2,313,25-02-2025 07:27,15.91,Counter
11715,7852,4,117,20-02-2025 16:20,43.62,Seat
11716,7853,4,751,12-03-2025 01:45,41.21,Counter
11717,7856,4,156,10-03-2025 11:36,11.5,Counter
11718,7856,2,25,08-03-2025 04:22,42.73,Seat
11719,7857,3,481,06-03-2025 09:39,21.27,Counter
11720,7857,2,169,09-03-2025 06:50,21.85,Seat
11721,7857,4,63,11-03-2025 08:03,40.36,Counter
11722,7858,2,790,11-03-2025 08:39,21.34,Seat
11723,7859,3,120,12-03-2025 09:31,23.86,Seat
11724,7859,1,15,12-03-2025 03:44,26.55,Seat
11725,7859,1,646,12-03-2025 01:52,38.09,Seat
11726,7862,4,382,11-03-2025 15:06,41.28,Counter
11727,7862,2,365,11-03-2025 01:33,48.49,Seat
11728,7863,4,241,05-03-2025 09:20,13.32,Counter
11729,7863,1,654,26-02-2025 18:19,44.03,Seat
11730,7866,3,639,19-02-2025 22:29,28,Seat
11731,7867,4,183,12-03-2025 09:12,44.81,Seat
11732,7867,3,82,11-03-2025 13:19,21.39,Seat
11733,7868,4,811,05-03-2025 19:06,14.98,Seat
11734,7868,3,164,25-02-2025 02:33,32.08,Seat
11735,7869,1,492,11-03-2025 23:02,45.34,Counter
11736,7870,2,329,26-02-2025 21:57,27.85,Counter
11737,7870,4,786,10-03-2025 15:18,10.52,Counter
11738,7870,1,349,07-03-2025 17:57,42.45,Counter
11739,7871,2,155,11-03-2025 07:15,46.77,Counter
11740,7872,3,570,02-03-2025 09:31,31.66,Counter
11741,7873,4,428,11-03-2025 18:03,35.58,Counter
11742,7875,4,551,05-03-2025 10:31,36.89,Seat
11743,7875,1,517,26-02-2025 03:17,13.83,Counter
11744,7876,4,201,10-03-2025 16:01,28.59,Seat
11745,7876,4,835,10-03-2025 06:54,39.55,Counter
11746,7876,2,20,09-03-2025 01:15,35.34,Seat
11747,7877,1,510,27-02-2025 16:28,28.33,Seat
11748,7877,2,600,09-03-2025 01:05,30.73,Seat
11749,7877,4,280,23-02-2025 10:07,45.21,Counter
11750,7880,4,539,02-03-2025 23:18,49.77,Counter
11751,7880,3,472,13-02-2025 00:58,38.36,Counter
11752,7881,4,154,23-02-2025 03:22,24.48,Counter
11753,7881,2,268,03-03-2025 17:52,46.29,Counter
11754,7882,3,46,02-03-2025 09:34,47.92,Counter
11755,7882,1,418,03-03-2025 21:45,21.43,Seat
11756,7883,4,698,25-02-2025 09:51,20.57,Seat
11757,7883,2,213,26-02-2025 07:28,28.67,Counter
11758,7883,3,478,07-03-2025 07:50,40.19,Seat
11759,7885,3,745,04-03-2025 00:38,22.41,Seat
11760,7885,3,127,04-03-2025 17:45,49.27,Counter
11761,7886,1,594,11-03-2025 17:47,38.53,Counter
11762,7886,3,829,11-03-2025 18:56,30.16,Seat
11763,7886,3,669,11-03-2025 16:51,25.86,Counter
11764,7887,4,821,10-03-2025 20:09,13.01,Seat
11765,7887,1,496,10-03-2025 07:31,48.86,Seat
11766,7888,3,753,16-02-2025 19:36,48.99,Seat
11767,7889,3,31,08-03-2025 03:47,19.2,Seat
11768,7889,1,181,09-03-2025 15:50,10.68,Counter
11769,7889,3,574,11-03-2025 08:50,13.25,Counter
11770,7890,3,666,22-02-2025 12:04,48.41,Seat
11771,7890,2,306,10-03-2025 12:22,28.11,Seat
11772,7890,1,141,08-03-2025 19:37,28.4,Counter
11773,7891,3,668,12-03-2025 07:11,11.43,Seat
11774,7892,1,787,09-03-2025 11:43,20.69,Counter
11775,7893,1,367,08-03-2025 21:28,18.02,Seat
11776,7894,3,699,08-03-2025 00:33,14.9,Seat
11777,7896,1,593,08-03-2025 12:23,30.2,Counter
11778,7896,2,49,10-03-2025 15:29,34.08,Seat
11779,7896,4,187,06-03-2025 01:38,48.31,Seat
11780,7897,3,731,02-03-2025 13:13,47.98,Seat
11781,7898,3,444,02-03-2025 12:37,39.11,Seat
11782,7898,3,670,03-03-2025 00:27,28.32,Counter
11783,7898,2,767,11-03-2025 15:43,37.86,Counter
11784,7899,3,738,10-03-2025 09:55,38.86,Counter
11785,7899,3,195,09-03-2025 23:04,37.98,Counter
11786,7899,3,747,08-03-2025 09:18,16.11,Seat
11787,7901,3,842,10-03-2025 01:53,11.28,Counter
11788,7901,3,462,07-03-2025 08:21,30.21,Counter
11789,7902,3,727,01-03-2025 09:42,10.39,Counter
11790,7903,3,101,01-03-2025 15:32,16.68,Seat
11791,7903,3,702,07-03-2025 14:08,19.06,Counter
11792,7904,3,523,08-03-2025 04:28,21.01,Counter
11793,7906,4,647,01-03-2025 20:21,32.38,Seat
11794,7906,3,351,05-03-2025 20:07,15.05,Counter
11795,7907,1,768,04-03-2025 22:41,48.37,Seat
11796,7909,2,573,23-02-2025 04:13,32.67,Seat
11797,7909,1,190,25-02-2025 03:17,38.12,Seat
11798,7909,4,525,03-03-2025 22:14,22.92,Seat
11799,7910,2,341,17-02-2025 05:53,35.28,Seat
11800,7910,3,544,22-02-2025 21:04,15.96,Seat
11801,7911,4,444,10-03-2025 08:15,25.61,Seat
11802,7911,3,132,10-03-2025 05:51,23,Counter
11803,7911,4,318,08-03-2025 19:44,39.5,Counter
11804,7912,3,451,07-03-2025 20:36,29.52,Counter
11805,7912,4,743,07-03-2025 08:55,31.76,Counter
11806,7912,4,257,11-03-2025 16:42,31.76,Counter
11807,7914,4,832,08-03-2025 10:17,19.65,Counter
11808,7914,3,371,10-03-2025 14:17,46.17,Counter
11809,7915,1,651,24-02-2025 01:11,44.45,Seat
11810,7916,4,706,08-03-2025 18:48,32.83,Counter
11811,7916,3,642,09-03-2025 01:35,32.07,Seat
11812,7916,1,437,19-02-2025 14:43,34.63,Counter
11813,7919,4,490,26-02-2025 21:35,34.41,Seat
11814,7919,2,795,01-03-2025 16:54,28.04,Seat
11815,7920,2,274,06-03-2025 09:37,19,Counter
11816,7920,2,744,23-02-2025 20:39,35.77,Seat
11817,7921,2,647,22-02-2025 09:50,20.5,Seat
11818,7921,4,823,12-03-2025 03:10,47.95,Seat
11819,7921,3,742,06-03-2025 23:46,21.06,Counter
11820,7922,4,417,05-03-2025 11:55,42.13,Seat
11821,7922,4,844,03-03-2025 22:58,37.26,Counter
11822,7924,1,819,10-03-2025 20:39,12.4,Counter
11823,7926,1,835,01-03-2025 15:38,10.51,Counter
11824,7926,2,730,27-02-2025 22:40,42.06,Counter
11825,7926,4,186,26-02-2025 05:43,41.82,Counter
11826,7927,2,544,12-03-2025 12:21,38.92,Seat
11827,7927,4,441,12-03-2025 11:54,24.02,Counter
11828,7927,1,106,12-03-2025 11:40,43.54,Counter
11829,7928,1,846,08-03-2025 01:21,43.19,Counter
11830,7929,4,32,11-03-2025 07:39,18.39,Counter
11831,7929,3,352,11-03-2025 12:05,15.77,Seat
11832,7929,4,712,11-03-2025 00:29,16.07,Counter
11833,7930,1,787,10-03-2025 03:52,33.47,Seat
11834,7930,3,379,03-03-2025 18:41,32.02,Counter
11835,7931,2,656,09-03-2025 00:10,43.03,Counter
11836,7932,3,189,11-03-2025 16:57,48.66,Counter
11837,7933,3,659,23-02-2025 17:29,49.57,Seat
11838,7935,3,365,09-03-2025 19:05,35.58,Seat
11839,7935,3,17,04-03-2025 04:22,20.04,Seat
11840,7935,4,739,07-03-2025 04:09,45.14,Seat
11841,7936,4,427,12-03-2025 07:30,32.38,Seat
11842,7936,2,726,23-02-2025 17:46,15.67,Counter
11843,7936,2,284,01-03-2025 13:44,13.63,Seat
11844,7937,3,473,12-03-2025 10:06,45.33,Seat
11845,7937,1,591,07-03-2025 03:57,49.91,Seat
11846,7939,2,502,21-02-2025 23:23,29.58,Seat
11847,7941,1,614,01-03-2025 09:20,48.02,Counter
11848,7943,4,53,05-03-2025 15:39,19.21,Seat
11849,7944,4,615,09-03-2025 15:19,20.04,Seat
11850,7944,1,364,08-03-2025 22:33,32.64,Seat
11851,7945,1,521,27-02-2025 00:17,38.8,Counter
11852,7945,3,88,28-02-2025 12:39,41.29,Seat
11853,7945,3,84,08-03-2025 20:59,13.86,Counter
11854,7946,1,321,21-02-2025 03:43,12.62,Counter
11855,7946,3,13,27-02-2025 09:05,22.61,Counter
11856,7946,4,25,26-02-2025 04:57,10.75,Seat
11857,7947,3,768,06-03-2025 05:27,30.4,Seat
11858,7947,4,397,12-03-2025 04:36,30,Seat
11859,7947,1,731,04-03-2025 00:25,36.64,Seat
11860,7949,4,598,03-03-2025 16:51,22.38,Counter
11861,7949,2,130,19-02-2025 05:32,40.29,Counter
11862,7949,3,536,07-03-2025 16:39,20.05,Seat
11863,7950,4,51,09-03-2025 11:01,12.19,Counter
11864,7950,4,441,06-03-2025 21:05,12.93,Counter
11865,7951,4,141,27-02-2025 02:39,19.72,Seat
11866,7952,2,505,08-03-2025 17:08,40.11,Counter
11867,7952,3,627,27-02-2025 21:48,15.29,Seat
11868,7954,1,106,09-03-2025 09:30,26.1,Seat
11869,7955,1,433,10-03-2025 12:51,48.03,Counter
11870,7955,3,849,08-03-2025 11:00,14.05,Counter
11871,7957,2,458,11-03-2025 01:55,17.89,Counter
11872,7958,2,245,02-03-2025 10:46,30.97,Seat
11873,7958,1,610,05-03-2025 03:42,46.06,Seat
11874,7959,4,735,10-03-2025 07:34,32.66,Seat
11875,7960,4,161,22-02-2025 10:07,42.97,Seat
11876,7960,4,331,26-02-2025 22:23,18.64,Counter
11877,7961,2,542,25-02-2025 23:58,27.41,Counter
11878,7961,1,389,05-03-2025 04:51,38.01,Counter
11879,7962,4,519,08-03-2025 21:04,43.5,Seat
11880,7962,2,460,10-03-2025 10:51,14.48,Counter
11881,7962,4,83,17-02-2025 03:47,14.93,Counter
11882,7963,4,53,27-02-2025 11:27,14.13,Counter
11883,7963,4,78,10-03-2025 12:02,25.76,Counter
11884,7966,3,755,11-03-2025 15:53,34.51,Seat
11885,7966,4,292,09-03-2025 20:22,29.75,Seat
11886,7967,2,365,04-03-2025 13:29,30.51,Counter
11887,7967,3,541,07-03-2025 02:26,28.57,Seat
11888,7967,3,105,06-03-2025 08:16,44.02,Seat
11889,7970,2,557,09-03-2025 07:28,40.58,Seat
11890,7970,4,814,05-03-2025 14:35,24.71,Counter
11891,7970,4,200,11-03-2025 02:36,25.33,Counter
11892,7971,4,727,21-02-2025 11:46,10.63,Counter
11893,7972,1,199,10-03-2025 10:52,29.49,Seat
11894,7973,4,305,07-03-2025 03:26,39.9,Counter
11895,7973,3,226,26-02-2025 06:16,44.59,Seat
11896,7973,1,148,03-03-2025 04:15,45.09,Counter
11897,7974,4,218,06-03-2025 11:10,22.72,Counter
11898,7974,1,357,19-02-2025 05:13,46.36,Seat
11899,7975,1,8,05-03-2025 23:26,25.41,Counter
11900,7975,2,636,19-02-2025 20:51,47.73,Seat
11901,7975,3,405,01-03-2025 13:41,10.12,Seat
11902,7976,1,500,28-02-2025 00:07,32.71,Seat
11903,7977,4,327,10-03-2025 17:23,20.33,Counter
11904,7977,3,464,09-03-2025 13:51,27.42,Counter
11905,7977,1,619,09-03-2025 22:38,31.3,Seat
11906,7979,2,783,27-02-2025 14:52,46.81,Seat
11907,7979,4,513,03-03-2025 21:15,46.12,Seat
11908,7980,4,775,20-02-2025 04:55,14.88,Seat
11909,7980,3,66,12-02-2025 07:21,15.03,Seat
11910,7980,3,406,11-02-2025 07:22,24.73,Counter
11911,7981,3,614,10-03-2025 06:32,48.88,Counter
11912,7981,3,731,06-03-2025 15:01,37.81,Counter
11913,7981,2,373,05-03-2025 12:58,23.38,Seat
11914,7983,2,78,12-03-2025 05:44,21.02,Seat
11915,7983,4,24,10-03-2025 18:35,33.05,Seat
11916,7984,3,643,05-03-2025 08:19,15.79,Counter
11917,7985,2,19,11-03-2025 22:38,41.34,Seat
11918,7985,4,308,09-03-2025 03:40,36.31,Counter
